state,district,total_enrolment,population,adoption_gap_score,risk_flag
Tamil Nadu,Kanniyakumari,2275,38678.0,0.9411810331454573,High Risk
Tamil Nadu,Kanyakumari,2005,20696.0,0.9031213761113258,High Risk
Tamil Nadu,Karur,4019,27344.0,0.8530207723815096,High Risk
Tamil Nadu,Krishnagiri,5075,61909.0,0.9180248429146005,High Risk
Tamil Nadu,Madurai,9938,106052.0,0.9062912533474144,High Risk
Tamil Nadu,Mayiladuthurai,502,3602.0,0.8606329816768462,High Risk
Tamil Nadu,Nagapattinam,4047,38029.0,0.8935812143364275,High Risk
Tamil Nadu,Namakkal,4872,45816.0,0.893661602933473,High Risk
Tamil Nadu,Namakkal   *,1,,0.0,Low Risk
Tamil Nadu,Perambalur,2130,15661.0,0.8639933593001724,High Risk
Tamil Nadu,Pudukkottai,7045,52057.0,0.8646675759263884,High Risk
Tamil Nadu,Ramanathapuram,4005,38291.0,0.8954062312292705,High Risk
Tamil Nadu,Ranipet,111,1390.0,0.9201438848920863,High Risk
Tamil Nadu,Salem,10249,106371.0,0.903648550826823,High Risk
Tamil Nadu,Sivaganga,4446,34296.0,0.8703638908327502,High Risk
Tamil Nadu,Tenkasi,1268,10020.0,0.8734530938123752,High Risk
Tamil Nadu,Thanjavur,7372,76835.0,0.9040541419925815,High Risk
Tamil Nadu,The Nilgiris,1714,15273.0,0.8877758135271394,High Risk
Tamil Nadu,Theni,3473,38776.0,0.9104342892510832,High Risk
Tamil Nadu,Thiruvallur,605,1823.0,0.6681294569391114,High Risk
Tamil Nadu,Thiruvarur,4165,37780.0,0.8897564849126522,High Risk
Tamil Nadu,Thoothukkudi,5319,44695.0,0.8809933997091397,High Risk
Tamil Nadu,Tiruchirappalli,9932,73681.0,0.8652026981175609,High Risk
Tamil Nadu,Tirunelveli,9675,79890.0,0.8788959819752159,High Risk
Tamil Nadu,Tirupathur,4,93.0,0.956989247311828,High Risk
Tamil Nadu,Tirupattur,1048,9352.0,0.8879384088964928,High Risk
Tamil Nadu,Tiruppur,6192,85946.0,0.9279547622926023,High Risk
Tamil Nadu,Tiruvallur,11435,148408.0,0.9229488976335507,High Risk
Tamil Nadu,Tiruvannamalai,7266,65218.0,0.8885890398356282,High Risk
Tamil Nadu,Tiruvarur,1,2.0,0.5,Medium Risk
Tamil Nadu,Tuticorin,2,4.0,0.5,Medium Risk
Tamil Nadu,Vellore,9633,89400.0,0.892248322147651,High Risk
Tamil Nadu,Villupuram,6772,39568.0,0.8288515972503032,High Risk
Tamil Nadu,Viluppuram,5122,35788.0,0.8568794009165084,High Risk
Tamil Nadu,Virudhunagar,5407,57442.0,0.9058702691410466,High Risk
Telangana,Adilabad,2987,46010.0,0.9350793305803087,High Risk
Telangana,Bhadradri Kothagudem,3211,33729.0,0.9048000237184619,High Risk
Telangana,Hanumakonda,1030,18975.0,0.9457180500658762,High Risk
Telangana,Hyderabad,25990,216457.0,0.8799299629949597,High Risk
Telangana,Jagitial,1595,16299.0,0.9021412356586294,High Risk
Telangana,Jangaon,81,802.0,0.899002493765586,High Risk
Telangana,Jangoan,1022,16900.0,0.9395266272189349,High Risk
Telangana,Jayashankar Bhupalpally,847,16261.0,0.9479121825226001,High Risk
Telangana,Jogulamba Gadwal,1844,33576.0,0.945079818918275,High Risk
Telangana,K.V. Rangareddy,17409,197330.0,0.9117772259666548,High Risk
Telangana,Kamareddy,2008,24445.0,0.9178564123542646,High Risk
Telangana,Karimnagar,5808,77995.0,0.9255336880569267,High Risk
Telangana,Khammam,3888,53808.0,0.927743086529884,High Risk
Telangana,Komaram Bheem,1106,27458.0,0.9597203000946901,High Risk
Telangana,Mahabubabad,1503,23410.0,0.9357966680905596,High Risk
Telangana,Mahabubnagar,10168,96426.0,0.8945512621077303,High Risk
Telangana,Mancherial,1094,27123.0,0.9596652287726284,High Risk
Telangana,Medak,7544,54969.0,0.862759009623606,High Risk
Telangana,Medchal Malkajgiri,704,,0.0,Low Risk
Telangana,Medchal-Malkajgiri,4070,85252.0,0.9522591845352602,High Risk
Telangana,Medchal?Malkajgiri,2,350.0,0.9942857142857143,High Risk
Telangana,Medchal−Malkajgiri,535,1677.0,0.6809779367918902,High Risk
Telangana,Mulugu,937,11698.0,0.9199008377500427,High Risk
Telangana,Nagarkurnool,1361,20170.0,0.932523549826475,High Risk
Telangana,Nalgonda,6661,77441.0,0.9139861313774358,High Risk
Telangana,Narayanpet,1310,16732.0,0.9217069089170452,High Risk
Telangana,Nirmal,1401,33846.0,0.9586066300301365,High Risk
Telangana,Nizamabad,6577,66975.0,0.9017991787980589,High Risk
Telangana,Peddapalli,588,9927.0,0.9407676035055909,High Risk
Telangana,Rajanna Sircilla,888,11165.0,0.9204657411553964,High Risk
Telangana,Ranga Reddy,284,,0.0,Low Risk
Telangana,Rangareddy,300,5562.0,0.9460625674217907,High Risk
Telangana,Sangareddy,2703,37288.0,0.927510190946149,High Risk
Telangana,Siddipet,1876,35961.0,0.9478323739606797,High Risk
Telangana,Suryapet,2042,45789.0,0.9554041363646291,High Risk
Telangana,Vikarabad,2593,60549.0,0.957175180432377,High Risk
Telangana,Wanaparthy,1667,25180.0,0.9337966640190627,High Risk
Telangana,Warangal,2952,29101.0,0.8985601869351568,High Risk
Telangana,Warangal (Urban),7,121.0,0.9421487603305785,High Risk
Telangana,Warangal Rural,732,17700.0,0.9586440677966102,High Risk
Telangana,Warangal Urban,663,15578.0,0.9574399794582102,High Risk
Telangana,Yadadri.,1586,39872.0,0.9602227126805778,High Risk
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,716,,0.0,Low Risk
Tripura,Dhalai,1420,15425.0,0.9079416531604538,High Risk
Tripura,Dhalai  *,32,392.0,0.9183673469387755,High Risk
Tripura,Gomati,679,9761.0,0.9304374551787726,High Risk
Tripura,Khowai,339,3511.0,0.903446311592139,High Risk
Tripura,North Tripura,1488,14931.0,0.9003415712276471,High Risk
Tripura,Sepahijala,1728,15325.0,0.8872430668841762,High Risk
Tripura,South Tripura,2158,30679.0,0.9296587242087422,High Risk
Tripura,Unakoti,639,3643.0,0.8245951139171013,High Risk
Tripura,West Tripura,2802,44346.0,0.9368150453253957,High Risk
Uttar Pradesh,Agra,29910,175953.0,0.8300114235051406,High Risk
Uttar Pradesh,Aligarh,26192,186462.0,0.8595317008291233,High Risk
Uttar Pradesh,Allahabad,13249,186295.0,0.9288816124963096,High Risk
Uttar Pradesh,Ambedkar Nagar,8002,75756.0,0.8943714029251808,High Risk
Uttar Pradesh,Amethi,7197,76280.0,0.9056502359727321,High Risk
Uttar Pradesh,Amroha,8142,90302.0,0.9098358840335762,High Risk
Uttar Pradesh,Auraiya,3733,51799.0,0.9279329716789899,High Risk
Uttar Pradesh,Ayodhya,1693,15277.0,0.8891798127904693,High Risk
Uttar Pradesh,Azamgarh,20573,159789.0,0.8712489595654269,High Risk
Uttar Pradesh,Baghpat,6839,54908.0,0.875446200917899,High Risk
Uttar Pradesh,Bagpat,1,10.0,0.9,High Risk
Uttar Pradesh,Bahraich,39338,129697.0,0.6966930615203127,High Risk
Uttar Pradesh,Ballia,9976,104948.0,0.9049434005412205,High Risk
Uttar Pradesh,Balrampur,12324,78076.0,0.8421537988626466,High Risk
Uttar Pradesh,Banda,10591,69435.0,0.8474688557643839,High Risk
Uttar Pradesh,Bara Banki,9086,109967.0,0.9173752125637691,High Risk
Uttar Pradesh,Barabanki,2375,4960.0,0.5211693548387097,Medium Risk
Uttar Pradesh,Bareilly,27811,241742.0,0.8849558620347312,High Risk
Uttar Pradesh,Basti,10119,84810.0,0.8806862398302087,High Risk
Uttar Pradesh,Bhadohi,546,11780.0,0.9536502546689304,High Risk
Uttar Pradesh,Bijnor,16851,226859.0,0.9257203813822683,High Risk
Uttar Pradesh,Budaun,15529,171339.0,0.9093668108253229,High Risk
Uttar Pradesh,Bulandshahar,185,663.0,0.7209653092006033,High Risk
Uttar Pradesh,Bulandshahr,16885,174757.0,0.9033801221124189,High Risk
Uttar Pradesh,Chandauli,9566,93603.0,0.8978024208625792,High Risk
Uttar Pradesh,Chitrakoot,5401,44546.0,0.8787545458627037,High Risk
Uttar Pradesh,Deoria,10257,109251.0,0.9061152758327154,High Risk
Uttar Pradesh,Etah,11264,61891.0,0.8180026175049684,High Risk
Uttar Pradesh,Etawah,7154,62080.0,0.8847615979381444,High Risk
Uttar Pradesh,Faizabad,6926,69979.0,0.9010274510924706,High Risk
Uttar Pradesh,Farrukhabad,5870,70138.0,0.916307850238102,High Risk
Uttar Pradesh,Fatehpur,12333,107120.0,0.8848674383868559,High Risk
Uttar Pradesh,Firozabad,12300,139201.0,0.9116385658149008,High Risk
Uttar Pradesh,Gautam Buddha Nagar,18957,153991.0,0.8768954029780961,High Risk
Uttar Pradesh,Ghaziabad,23070,239761.0,0.9037791801001831,High Risk
Uttar Pradesh,Ghazipur,11288,127840.0,0.9117021276595745,High Risk
Uttar Pradesh,Gonda,15267,125916.0,0.8787525016677785,High Risk
Uttar Pradesh,Gorakhpur,19969,158865.0,0.8743020803827148,High Risk
Uttar Pradesh,Hamirpur,3465,42440.0,0.9183553251649388,High Risk
Uttar Pradesh,Hapur,7262,44282.0,0.8360056004697168,High Risk
Uttar Pradesh,Hardoi,25193,143951.0,0.824989058776945,High Risk
Uttar Pradesh,Hathras,6493,60658.0,0.8929572356490487,High Risk
Uttar Pradesh,Jalaun,5557,60673.0,0.90841066042556,High Risk
Uttar Pradesh,Jaunpur,15853,155741.0,0.898209206310477,High Risk
Uttar Pradesh,Jhansi,7160,71841.0,0.9003354630364276,High Risk
Uttar Pradesh,Jyotiba Phule Nagar,84,605.0,0.8611570247933884,High Risk
Uttar Pradesh,Kannauj,6638,59687.0,0.8887865029235847,High Risk
Uttar Pradesh,Kanpur Dehat,8017,72089.0,0.8887902453911137,High Risk
Uttar Pradesh,Kanpur Nagar,24708,170125.0,0.854765613519471,High Risk
Uttar Pradesh,Kasganj,6341,49707.0,0.8724324541815036,High Risk
Uttar Pradesh,Kaushambi,7463,77012.0,0.90309302446372,High Risk
Uttar Pradesh,Kheri,24578,183098.0,0.8657658740128238,High Risk
Uttar Pradesh,Kushi Nagar,1570,,0.0,Low Risk
Uttar Pradesh,Kushinagar,10611,167255.0,0.9365579504349646,High Risk
Uttar Pradesh,Kushinagar *,6,140.0,0.9571428571428572,High Risk
Uttar Pradesh,Lalitpur,4753,46802.0,0.8984445109183368,High Risk
Uttar Pradesh,Lucknow,25514,209476.0,0.8782008440107697,High Risk
Uttar Pradesh,Maharajganj,17871,108898.0,0.835892302888942,High Risk
Uttar Pradesh,Mahoba,3020,32304.0,0.9065131253095592,High Risk
Uttar Pradesh,Mahrajganj,19,44.0,0.5681818181818181,Medium Risk
Uttar Pradesh,Mainpuri,11726,69441.0,0.8311372244063305,High Risk
Uttar Pradesh,Mathura,11746,109289.0,0.8925234927577341,High Risk
Uttar Pradesh,Mau,7579,87700.0,0.9135803876852908,High Risk
Uttar Pradesh,Meerut,24027,167219.0,0.8563141748246312,High Risk
Uttar Pradesh,Mirzapur,7645,87276.0,0.9124043265044227,High Risk
Uttar Pradesh,Moradabad,21545,163505.0,0.8682303293477264,High Risk
Uttar Pradesh,Muzaffarnagar,11949,135633.0,0.9119019707593284,High Risk
Uttar Pradesh,Pilibhit,13635,136263.0,0.8999361528808261,High Risk
Uttar Pradesh,Pratapgarh,10308,104730.0,0.9015754798052134,High Risk
Uttar Pradesh,Prayagraj,2865,29027.0,0.9012987907809971,High Risk
Uttar Pradesh,Rae Bareli,9729,108253.0,0.9101272020174961,High Risk
Uttar Pradesh,Raebareli,3,14.0,0.7857142857142857,High Risk
Uttar Pradesh,Rampur,20110,155518.0,0.8706902094934348,High Risk
Uttar Pradesh,Saharanpur,19166,167814.0,0.8857902201246618,High Risk
Uttar Pradesh,Sambhal,8677,99589.0,0.9128719035234815,High Risk
Uttar Pradesh,Sant Kabir Nagar,6169,79206.0,0.9221144862762922,High Risk
Uttar Pradesh,Sant Ravidas Nagar,4420,49163.0,0.9100949901348575,High Risk
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,84,297.0,0.7171717171717171,High Risk
Uttar Pradesh,Shahjahanpur,24291,149472.0,0.83748795761079,High Risk
Uttar Pradesh,Shamli,8200,75614.0,0.8915544740391991,High Risk
Uttar Pradesh,Shravasti,2535,,0.0,Low Risk
Uttar Pradesh,Shrawasti,5117,62721.0,0.9184164793290923,High Risk
Uttar Pradesh,Siddharth Nagar,4341,,0.0,Low Risk
Uttar Pradesh,Siddharthnagar,14013,93643.0,0.850357207693047,High Risk
Uttar Pradesh,Sitapur,30854,169322.0,0.817779142698527,High Risk
Uttar Pradesh,Sonbhadra,5034,72077.0,0.9301580254450101,High Risk
Uttar Pradesh,Sultanpur,11434,82621.0,0.8616090340228271,High Risk
Uttar Pradesh,Unnao,19148,124543.0,0.8462539042740258,High Risk
Uttar Pradesh,Varanasi,23334,159498.0,0.8537034947146673,High Risk
Uttarakhand,Almora,1367,15786.0,0.9134042822754339,High Risk
Uttarakhand,Bageshwar,742,6928.0,0.8928983833718245,High Risk
Uttarakhand,Chamoli,1090,11790.0,0.90754877014419,High Risk
Uttarakhand,Champawat,866,12505.0,0.9307477009196321,High Risk
Uttarakhand,Dehradun,9485,82622.0,0.8852000677785578,High Risk
Uttarakhand,Garhwal,56,404.0,0.8613861386138614,High Risk
Uttarakhand,Hardwar,146,1187.0,0.8770008424599831,High Risk
Uttarakhand,Haridwar,5955,68900.0,0.9135703918722786,High Risk
Uttarakhand,Nainital,3951,49100.0,0.9195315682281059,High Risk
Uttarakhand,Pauri Garhwal,1856,21130.0,0.9121628017037388,High Risk
Uttarakhand,Pithoragarh,1220,14702.0,0.917018092776493,High Risk
Uttarakhand,Rudraprayag,956,7834.0,0.8779678325248915,High Risk
Uttarakhand,Tehri Garhwal,2781,25866.0,0.8924843423799582,High Risk
Uttarakhand,Udham Singh Nagar,6095,134862.0,0.95480565318622,High Risk
Uttarakhand,Uttarkashi,1132,10021.0,0.8870372218341482,High Risk
West  Bengal,Hooghly,15,107.0,0.8598130841121495,High Risk
West Bangal,Hooghly,6,93.0,0.935483870967742,High Risk
West Bangal,Howrah,4,51.0,0.9215686274509804,High Risk
West Bengal,24 Paraganas North,6147,,0.0,Low Risk
West Bengal,24 Paraganas South,490,,0.0,Low Risk
West Bengal,Alipurduar,3673,10834.0,0.6609747092486616,High Risk
West Bengal,Bankura,11355,145827.0,0.9221337612376309,High Risk
West Bengal,Barddhaman,15836,170401.0,0.9070662730852519,High Risk
West Bengal,Bardhaman,1776,23249.0,0.923609617617962,High Risk
West Bengal,Birbhum,15509,151363.0,0.8975377073657367,High Risk
West Bengal,Burdwan,2,,0.0,Low Risk
West Bengal,Cooch Behar,10728,122859.0,0.9126803897150392,High Risk
West Bengal,Coochbehar,4410,,0.0,Low Risk
West Bengal,Dakshin Dinajpur,6526,84278.0,0.9225657941574313,High Risk
West Bengal,Darjeeling,7319,53637.0,0.8635456867460894,High Risk
West Bengal,Darjiling,726,8271.0,0.9122234312658687,High Risk
West Bengal,Dinajpur Dakshin,997,,0.0,Low Risk
West Bengal,Dinajpur Uttar,11671,,0.0,Low Risk
West Bengal,East Midnapore,2118,25251.0,0.9161221337768801,High Risk
West Bengal,East Midnapur,1,20.0,0.95,High Risk
West Bengal,Haora,2862,39895.0,0.9282616869281864,High Risk
West Bengal,Hawrah,6,32.0,0.8125,High Risk
West Bengal,Hooghiy,1,32.0,0.96875,High Risk
West Bengal,Hooghly,15343,181833.0,0.9156203769392794,High Risk
West Bengal,Howrah,11410,107784.0,0.894140132116084,High Risk
West Bengal,Hugli,194,1264.0,0.8465189873417721,High Risk
West Bengal,Jalpaiguri,10654,187511.0,0.9431819999893339,High Risk
West Bengal,Jhargram,962,7258.0,0.8674565996142187,High Risk
West Bengal,Kalimpong,513,2381.0,0.7845443091138178,High Risk
West Bengal,Koch Bihar,3348,71087.0,0.9529027810992164,High Risk
West Bengal,Kolkata,10362,106499.0,0.9027033117681856,High Risk
West Bengal,Malda,15830,196468.0,0.9194270822729401,High Risk
West Bengal,Maldah,1756,22566.0,0.922183816360897,High Risk
West Bengal,Medinipur,29,178.0,0.8370786516853932,High Risk
West Bengal,Medinipur West,645,,0.0,Low Risk
West Bengal,Murshidabad,35911,371953.0,0.903452855602724,High Risk
West Bengal,Nadia,17716,192343.0,0.9078937107147128,High Risk
West Bengal,North 24 Parganas,28606,290477.0,0.9015206023196329,High Risk
West Bengal,North Dinajpur,342,4901.0,0.930218322791267,High Risk
West Bengal,North Twenty Four Parganas,1627,19735.0,0.9175576387129465,High Risk
West Bengal,Paschim Bardhaman,1276,16681.0,0.9235057850248786,High Risk
West Bengal,Paschim Medinipur,18085,214180.0,0.915561677094033,High Risk
West Bengal,Purba Bardhaman,3041,24451.0,0.8756288086376836,High Risk
West Bengal,Purba Medinipur,14322,103429.0,0.861528198087577,High Risk
West Bengal,Purulia,783,7309.0,0.8928718018880832,High Risk
West Bengal,Puruliya,13219,155038.0,0.9147370322114579,High Risk
West Bengal,South 24 Pargana,2,29.0,0.9310344827586207,High Risk
West Bengal,South 24 Parganas,33542,401187.0,0.9163931034654662,High Risk
West Bengal,South Dinajpur,446,6819.0,0.9345945153248277,High Risk
West Bengal,South Twenty Four Parganas,4107,42066.0,0.9023677078876052,High Risk
West Bengal,Uttar Dinajpur,26892,270232.0,0.9004855087480387,High Risk
West Bengal,West Medinipur,2,12.0,0.8333333333333334,High Risk
West Bengal,West Midnapore,2190,30680.0,0.9286179921773142,High Risk
Westbengal,Hooghly,7,144.0,0.9513888888888888,High Risk
